area,direction,district,house,price,traffic,type
70㎡,朝南,宝山,美罗家园慧苑 2室1厅 南,2500,0,2室1厅1卫
61㎡,朝南,宝山,殷高路150弄 2室1厅 南,5000,234,2室1厅1卫
54㎡,朝南,宝山,呼玛二村 2室1厅 南,4500,767,2室1厅1卫
63㎡,朝北,宝山,卓越时代广场 1室1厅 北,3300,372,1室1厅1卫
130㎡,朝南,宝山,整租·绿地海域笙晖(别墅) 3室2厅 南,8500,0,3室2厅3卫
70㎡,朝南,宝山,美罗家园慧苑 2室1厅 南,2500,0,2室1厅1卫
81㎡,朝南,宝山,美罗家园年吉苑 2室2厅 南,2500,0,2室2厅1卫
66㎡,朝南,宝山,宝山二村 2室1厅 南,2800,0,2室1厅1卫
37㎡,朝南,宝山,龙湖北城天街 1室1厅 南,2900,198,1室1厅1卫
83㎡,朝南,宝山,宝虹家园 2室1厅 南/北,2000,0,2室1厅1卫
97㎡,朝南,宝山,中国铁建青秀城 3室2厅 南,5000,648,3室2厅1卫
45㎡,朝南,宝山,远洋7号酒店式公寓 1室1厅 南,2300,430,1室1厅1卫
60㎡,朝南,宝山,淞南十村 2室1厅 南,4500,0,2室1厅1卫
82㎡,朝南,宝山,聚丰景都 2室2厅 南,4500,0,2室2厅1卫
40㎡,朝北,宝山,悦尚华都 1室1厅 北,4200,371,1室1厅1卫
53㎡,朝南,宝山,好日子大家园C区 1室1厅 南/北,2500,0,1室1厅1卫
72㎡,朝南,宝山,信达蓝庭(公寓) 2室1厅 南,2500,0,2室1厅1卫
49㎡,朝南,宝山,龙湖北城天街 2室1厅 南,4500,198,2室1厅1卫
123㎡,朝南,宝山,远景佳苑一期 3室2厅 南,9500,573,3室2厅2卫
44㎡,朝南,宝山,葑润华庭 1室1厅 南,2700,1148,1室1厅1卫
75㎡,朝南,宝山,卓越时代广场 2室1厅 南,5300,372,2室1厅1卫
57㎡,朝南,宝山,大华二村 2室1厅 南/北,5000,372,2室1厅1卫
56㎡,朝南,宝山,乐业五村 2室1厅 南,2300,0,2室1厅1卫
98㎡,朝南,宝山,中国铁建青秀城 3室2厅 南,3700,648,3室2厅1卫
59㎡,朝南,宝山,吉浦路615弄 2室1厅 南,4200,818,2室1厅1卫
41㎡,朝南,宝山,宝林一村 1室1厅 南,3200,267,1室1厅1卫
53㎡,朝南,宝山,好日子大家园A区 2室1厅 南,2300,428,2室1厅1卫
71㎡,朝南,宝山,菊泉新城(陆翔路358弄) 2室1厅 南,3600,341,2室1厅1卫
76㎡,朝南,宝山,菊泉新城(菊盛路50弄) 2室2厅 南,2800,588,2室2厅1卫
41㎡,朝南,宝山,呼玛三村 1室1厅 南,2800,108,1室1厅1卫
48㎡,朝南,宝山,泗塘八村 2室0厅 南,3800,0,2室0厅1卫
126㎡,朝南,宝山,共富二村 3室2厅 南,6500,460,3室2厅2卫
89㎡,朝南,宝山,宝宸怡景园 3室2厅 南,7500,586,3室2厅2卫
50㎡,朝南,宝山,宝钢三村 2室0厅 南/北,3200,357,2室0厅1卫
89㎡,朝南,宝山,宝宸怡景园 3室2厅 南,8200,586,3室2厅2卫
90㎡,朝南,宝山,整租·中环一号(二期) 3室2厅 南,5000,0,3室2厅1卫
56㎡,朝南,宝山,淞南一村 2室1厅 南,3800,0,2室1厅1卫
100㎡,朝南,宝山,和欣国际花园 2室2厅 南,7500,486,2室2厅1卫
85㎡,朝南,宝山,远景佳苑二期 2室2厅 南,6500,563,2室2厅1卫
46㎡,朝南,宝山,杨泰二村 2室1厅 南,3500,1105,2室1厅1卫
86㎡,朝南,宝山,经纬观澜弘郡家园(三期) 2室2厅 南,4700,817,2室2厅1卫
75㎡,朝南,宝山,昌鑫协和园 2室1厅 南/北,4500,865,2室1厅1卫
77㎡,朝东南,宝山,宝林一村 2室1厅 东南,3700,267,2室1厅1卫
90㎡,朝西南,宝山,保利叶语(一期)(公寓) 2室2厅 西南,5000,477,2室2厅1卫
35㎡,朝南,宝山,吉浦路615弄 1室1厅 南,3800,818,1室1厅1卫
47㎡,朝南,宝山,淞南新新五村 1室1厅 南,3800,0,1室1厅1卫
52㎡,朝南,宝山,共康六村 1室1厅 南,3500,573,1室1厅1卫
52㎡,朝南,宝山,宝林一村 2室1厅 南,3800,267,2室1厅1卫
68㎡,朝南,宝山,万业紫辰苑 2室1厅 南,3800,1115,2室1厅1卫
98㎡,朝南,黄浦,整租·明日星城 2室2厅 南,11800,465,2室2厅1卫
43㎡,朝南,黄浦,整租·茂名坊 2室1厅 南,10000,224,2室1厅1卫
62㎡,朝南,黄浦,耀江花园 1室1厅 南,8800,385,1室1厅1卫
95㎡,朝南,黄浦,国际广场(卢湾) 2室2厅 南/西,9300,12,2室2厅1卫
117㎡,朝南,黄浦,蓬莱大厦 2室2厅 南/北,10000,513,2室2厅2卫
40㎡,朝南,黄浦,整租·打浦路339弄 1室0厅 南,5000,151,1室0厅1卫
43㎡,朝南,黄浦,思南路115弄 1室1厅 南,6500,332,1室1厅1卫
101㎡,朝南,黄浦,整租·中福花苑 2室2厅 南,9200,291,2室2厅2卫
35㎡,朝南,黄浦,整租·瞿中小区 2室0厅 南,6000,162,2室0厅1卫
38㎡,朝南,黄浦,整租·健乐小区 1室1厅 南,5500,370,1室1厅1卫
44㎡,朝南,黄浦,整租·独立时代 1室1厅 南,5000,391,1室1厅1卫
60㎡,朝南,黄浦,整租·悦来小区 2室1厅 南,7500,604,2室1厅1卫
90㎡,朝南,黄浦,鼎达公寓 2室2厅 南/北,9500,586,2室2厅1卫
36㎡,朝南,黄浦,整租·局门路405弄 1室1厅 南,5500,813,1室1厅1卫
40㎡,朝东南,黄浦,整租·共和园小区 1室1厅 东南/南,6500,739,1室1厅1卫
46㎡,朝南,黄浦,桃源新村 1室1厅 南,6900,288,1室1厅1卫
149㎡,朝南,黄浦,整租·开元坊 3室2厅 南/北,15500,139,3室2厅2卫
30㎡,朝北,黄浦,绿地海珀黄浦 1室2厅 北,9000,389,1室2厅1卫
46㎡,朝南,黄浦,整租·西凌新邨 1室0厅 南,5200,252,1室0厅1卫
179㎡,朝南,黄浦,整租·金色家园 3室2厅 南/北,19000,262,3室2厅2卫
43㎡,朝南,黄浦,整租·瑞雪大楼 1室1厅 南/北,5900,596,1室1厅1卫
114㎡,朝南,黄浦,整租·德玛公寓 2室2厅 南,16000,294,2室2厅2卫
37㎡,朝南,黄浦,整租·柳市路84号 1室1厅 南,5900,567,1室1厅1卫
144㎡,朝南,黄浦,整租·黄浦新苑(公寓) 3室2厅 南/北,16000,105,3室2厅2卫
33㎡,朝南,黄浦,大沽路250-260号 1室1厅 南,5000,775,1室1厅1卫
46㎡,朝南,黄浦,整租·永嘉路39弄 2室1厅 南,8000,632,2室1厅1卫
24㎡,朝东,黄浦,北蒙三小区 1室0厅 东/西,4000,386,1室0厅1卫
48㎡,朝南,宝山,龙湖北城天街 2室1厅 南,5600,198,2室1厅1卫
91㎡,朝南,黄浦,中福浦江汇 3室1厅 南,9500,93,3室1厅1卫
95㎡,朝西南,黄浦,整租·国际广场(卢湾) 2室2厅 西南,9500,12,2室2厅1卫
62㎡,朝南,黄浦,整租·中福浦江汇 2室1厅 南,9800,93,2室1厅1卫
54㎡,朝南,宝山,好日子大家园D区 2室1厅 南/北,3300,0,2室1厅1卫
60㎡,朝南,宝山,经纬阳光水岸家园(一期) 1室1厅 南,3300,0,1室1厅1卫
129㎡,朝南,黄浦,整租·江南新苑 3室2厅 南,13500,234,3室2厅1卫
118㎡,朝南,黄浦,天天花园 2室1厅 南,11000,367,2室1厅1卫
83㎡,朝南,黄浦,整租·安佳公寓 2室2厅 南,8000,708,2室2厅1卫
99㎡,朝南,黄浦,整租·淮海大厦 2室2厅 南,16500,304,2室2厅1卫
29㎡,朝西北,黄浦,整租·汝南街小区 1室1厅 西北,6300,492,1室1厅1卫
91㎡,朝南,黄浦,整租·东晖花苑 2室2厅 南,9300,252,2室2厅1卫
133㎡,朝南,黄浦,整租·同济蓬莱家园 3室2厅 南/北,13500,447,3室2厅2卫
38㎡,朝南,黄浦,整租·牌楼路31弄 2室1厅 跃层 南/北,8000,251,2室1厅3卫
221㎡,朝南,黄浦,整租·黄浦丽园 5室3厅 跃层 南/西南,25000,372,5室3厅2卫
85㎡,朝南,黄浦,整租·士林华苑 1室2厅 南,11500,756,1室2厅1卫
129㎡,朝南,黄浦,整租·卢湾都市花园 3室2厅 南,15200,312,3室2厅2卫
97㎡,朝东,黄浦,太阳都市花园 2室2厅 东/南/西,9800,353,2室2厅1卫
45㎡,朝南,黄浦,整租·思南路115弄 1室1厅 南/北,8300,332,1室1厅1卫
41㎡,朝东南,黄浦,整租·南园新村 1室1厅 东南,4700,3,1室1厅1卫
30㎡,朝东南,黄浦,整租·瞿溪新村 1室1厅 东南,3500,265,1室1厅1卫
92㎡,朝南,黄浦,翠湖天地御苑 1室1厅 南,25000,373,1室1厅1卫
86㎡,朝南,黄浦,整租·鼎达公寓 2室1厅 南,7500,586,2室1厅1卫
131㎡,朝南,黄浦,整租·卢湾都市花园 3室2厅 南,11000,312,3室2厅2卫
110㎡,朝南,黄浦,复兴苑 2室2厅 南,14000,311,2室2厅1卫
31㎡,朝西,黄浦,五岭小区 1室0厅 西,4800,46,1室0厅1卫
42㎡,朝南,黄浦,整租·中福花苑 1室1厅 南,7800,291,1室1厅1卫
73㎡,朝南,黄浦,原水小区(卢湾) 2室1厅 南,7500,156,2室1厅1卫
43㎡,朝南,黄浦,整租·斜土新村 1室1厅 南,5300,334,1室1厅1卫
64㎡,朝南,黄浦,整租·中福浦江汇 2室1厅 南,8800,93,2室1厅1卫
35㎡,朝西南,黄浦,整租·丽园路574弄 1室0厅 西南,4800,474,1室0厅1卫
91㎡,朝东南,黄浦,整租·东晖花苑 2室2厅 东南,8700,252,2室2厅1卫
115㎡,朝南,黄浦,整租·淡水湾花园 2室2厅 南,16000,136,2室2厅2卫
92㎡,朝南,黄浦,翠湖天地嘉苑 1室2厅 南,24500,47,1室2厅1卫
163㎡,朝南,黄浦,整租·老西门新苑 3室2厅 南,18000,212,3室2厅2卫
154㎡,朝南,黄浦,整租·家化中房苑 3室2厅 南,15000,321,3室2厅2卫
30㎡,朝北,黄浦,整租·斜土新村 1室1厅 北,5000,334,1室1厅1卫
90㎡,朝东南,黄浦,整租·华润外滩九里 1室2厅 东南/南,21000,553,1室2厅1卫
67㎡,朝南,黄浦,整租·百花公寓 1室1厅 南/北,8500,595,1室1厅1卫
170㎡,朝南,黄浦,整租·阳光翠竹苑 3室2厅 南,15000,468,3室2厅2卫
69㎡,朝南,黄浦,整租·卢湾都市花园 1室1厅 南,8700,312,1室1厅1卫
28㎡,朝南,黄浦,整租·打浦路303弄 1室0厅 南,4300,141,1室0厅1卫
44㎡,朝南,黄浦,马当小区 1室1厅 南,7500,334,1室1厅1卫
62㎡,朝南,黄浦,整租·中福浦江汇 2室1厅 南,9000,93,2室1厅1卫
125㎡,朝南,黄浦,整租·华府天地睿园 3室2厅 南,29000,701,3室2厅2卫
64㎡,朝西南,黄浦,整租·金鹿大楼 2室1厅 西南,8200,442,2室1厅1卫
62㎡,朝南,黄浦,瑞福小区 2室1厅 南/北,8000,221,2室1厅1卫
48㎡,朝南,黄浦,蓬莱路252弄 2室1厅 南,8500,762,2室1厅1卫
68㎡,朝南,黄浦,整租·中福浦江汇 2室1厅 南/北,9800,93,2室1厅1卫
99㎡,朝南,黄浦,整租·卢湾都市花园 2室2厅 南,11000,312,2室2厅1卫
85㎡,朝南,黄浦,惠祥公寓 2室1厅 南,9000,627,2室1厅1卫
42㎡,朝南,黄浦,人民大楼 1室1厅 南,7200,354,1室1厅1卫
93㎡,朝南,黄浦,整租·南浦公寓 2室1厅 南,9000,230,2室1厅1卫
28㎡,朝东,黄浦,健乐小区 1室0厅 东/北,5000,370,1室0厅1卫
30㎡,朝南,黄浦,整租·打浦路339弄 1室0厅 南,4300,151,1室0厅1卫
37㎡,朝南,黄浦,整租·北蒙三小区 1室1厅 南,6800,386,1室1厅1卫
53㎡,朝西,黄浦,整租·蒙自路601弄 2室1厅 西,6300,411,2室1厅1卫
104㎡,朝南,黄浦,整租·新中苑 2室2厅 南,9800,281,2室2厅1卫
131㎡,朝南,黄浦,整租·海琪园 3室2厅 南/北,16000,778,3室2厅2卫
71㎡,朝南,黄浦,整租·中福浦江汇 1室1厅 南,16000,93,1室1厅1卫
42㎡,朝西,黄浦,整租·中福花苑 1室1厅 西,7200,291,1室1厅1卫
88㎡,朝南,黄浦,整租·卢湾城市花园 2室2厅 南/北,9500,579,2室2厅1卫
45㎡,朝南,黄浦,北蒙三小区 1室1厅 南,5900,386,1室1厅1卫
38㎡,朝南,黄浦,整租·车站支路99弄 1室1厅 南,5000,656,1室1厅1卫
70㎡,朝南,黄浦,驰骋大楼 2室1厅 南/北,7900,433,2室1厅1卫
36㎡,朝东南,黄浦,整租·打浦路210弄 1室0厅 东南,5500,487,1室0厅1卫
61㎡,朝南,黄浦,整租·上海滩新昌城 1室1厅 南,10500,155,1室1厅1卫
166㎡,朝南,黄浦,华润外滩九里 3室2厅 南,30000,553,3室2厅2卫
40㎡,朝南,黄浦,合肥路161号 1室1厅 南,6800,289,1室1厅1卫
68㎡,朝南,黄浦,整租·银南大厦 2室1厅 南,7800,1,2室1厅1卫
103㎡,朝南,黄浦,整租·耀江花园 2室2厅 南,11000,385,2室2厅2卫
159㎡,朝南,黄浦,整租·黄浦众鑫城 4室2厅 南/北,16000,93,4室2厅2卫
61㎡,朝南,黄浦,"先棉祠街31,37号 2室1厅 南",7000,894,2室1厅1卫
54㎡,朝东,黄浦,整租·中福花苑 2室1厅 东,7800,291,2室1厅1卫
40㎡,朝南,黄浦,巴士小区 2室0厅 南,7500,463,2室0厅1卫
35㎡,朝南,黄浦,整租·五金新邨 1室1厅 南,6200,342,1室1厅1卫
36㎡,朝南,黄浦,整租·新世纪大厦 1室1厅 南,4800,358,1室1厅1卫
83㎡,朝东,黄浦,整租·济南路8号 1室2厅 东/南,22000,523,1室2厅1卫
77㎡,朝南,黄浦,整租·东泰花苑 1室2厅 南,8000,484,1室2厅1卫
104㎡,朝南,黄浦,江南世纪新苑 2室1厅 南,10500,661,2室1厅1卫
24㎡,朝北,黄浦,整租·北蒙三小区 1室1厅 北,4000,386,1室1厅1卫
73㎡,朝南,浦东,牡丹小区(浦东) 2室1厅 南,7000,349,2室1厅1卫
39㎡,朝西北,黄浦,整租·汝南街小区 1室1厅 西北,5500,492,1室1厅1卫
49㎡,朝南,黄浦,整租·五岭小区 2室1厅 南/北,6200,46,2室1厅1卫
70㎡,朝南,黄浦,卢湾教师公寓 1室1厅 南,6300,624,1室1厅1卫
42㎡,朝北,黄浦,整租·中福花苑 1室1厅 复式 北,6500,291,1室1厅1卫
41㎡,朝南,黄浦,整租·瞿溪新村 2室1厅 南,6800,265,2室1厅1卫
39㎡,朝东南,黄浦,整租·中福大厦 1室0厅 东南,5000,354,1室0厅1卫
163㎡,朝东,黄浦,思南公馆 2室1厅 东/南/西,35000,492,2室1厅2卫
72㎡,朝南,黄浦,整租·南陆大厦 2室1厅 南,8000,140,2室1厅1卫
135㎡,朝南,黄浦,海琪园 3室2厅 南,24800,778,3室2厅2卫
118㎡,朝南,黄浦,整租·海丽花园 3室2厅 南,11500,211,3室2厅2卫
15㎡,朝东,黄浦,整租·瞿西新村 1室0厅 东,3000,353,1室0厅1卫
131㎡,朝南,黄浦,上海滩花园 3室2厅 南,23800,391,3室2厅2卫
108㎡,朝南,黄浦,整租·上海滩花园 2室2厅 南,18000,391,2室2厅1卫
42㎡,朝南,黄浦,整租·陆家浜路1382弄 1室1厅 南,5100,573,1室1厅1卫
37㎡,朝南,黄浦,整租·北蒙三小区 1室1厅 南,7200,386,1室1厅1卫
39㎡,朝南,静安,整租·长城小区 1室1厅 南,4800,457,1室1厅1卫
117㎡,朝西南,静安,整租·达安城 3室2厅 西南,15000,643,3室2厅1卫
49㎡,朝南,静安,整租·南阳小区 1室1厅 南,7800,695,1室1厅1卫
38㎡,朝西南,静安,整租·新江大楼 1室0厅 西南,4900,873,1室0厅1卫
18㎡,朝南,静安,整租·石门二路50号 1室0厅 南,4500,207,1室0厅1卫
70㎡,朝南,静安,整租·四和花园 2室1厅 南,8800,702,2室1厅1卫
30㎡,朝南,静安,整租·长乐路930弄 1室0厅 南,7000,582,1室0厅1卫
84㎡,朝东,静安,整租·中凯城市之光(静安) 2室1厅 东/南,12000,211,2室1厅1卫
43㎡,朝南,静安,整租·静安紫苑 1室1厅 南,7500,1012,1室1厅1卫
32㎡,朝南,静安,太和小区 1室0厅 南,5000,601,1室0厅1卫
50㎡,朝南,静安,泰兴路624弄 2室1厅 南,7700,763,2室1厅1卫
41㎡,朝南,静安,整租·化工小区(静安) 1室1厅 南,6500,351,1室1厅1卫
39㎡,朝东,静安,整租·又一村(静安) 2室0厅 东,5500,387,2室0厅1卫
38㎡,朝南,静安,整租·胶州路11弄 1室1厅 南,6600,278,1室1厅1卫
61㎡,朝南,静安,新福康里(公寓) 2室1厅 南,7800,685,2室1厅1卫
84㎡,朝东,静安,燃琨公寓 1室1厅 东,12000,683,1室1厅1卫
35㎡,朝南,静安,万航渡路433弄 1室1厅 南,4700,852,1室1厅1卫
51㎡,朝东南,静安,整租·静安紫苑 1室1厅 东南,9300,1012,1室1厅1卫
63㎡,朝南,静安,整租·曼克顿豪庭 1室2厅 南,10500,730,1室2厅1卫
52㎡,朝南,静安,整租·君悦静安 1室1厅 南,7100,726,1室1厅1卫
40㎡,朝南,静安,整租·蓝宝石公寓 1室1厅 南,5000,416,1室1厅1卫
44㎡,朝西北,静安,整租·上海壹街区 1室1厅 西北,9600,415,1室1厅1卫
101㎡,朝南,静安,整租·静安紫苑 2室2厅 南,15000,1012,2室2厅2卫
54㎡,朝南,静安,整租·南京西路公馆 1室1厅 南,9500,526,1室1厅1卫
49㎡,朝南,静安,整租·南阳小区 1室1厅 南/北,5500,695,1室1厅1卫
103㎡,朝南,静安,整租·鑫和大厦 2室2厅 南,13500,921,2室2厅1卫
55㎡,朝南,静安,整租·培兴小区 1室1厅 南,5000,554,1室1厅1卫
21㎡,朝西,静安,整租·长城小区 1室1厅 西,3600,457,1室1厅1卫
40㎡,朝南,静安,整租·富民路255弄 1室2厅 南,6100,573,1室2厅1卫
35㎡,朝南,徐汇,整租·田林十三村 1室1厅 南,5500,637,1室1厅1卫
40㎡,朝南,徐汇,整租·田林七村 1室1厅 南,5300,249,1室1厅1卫
65㎡,朝南,徐汇,整租·申峰大厦 1室2厅 南,7988,243,1室2厅1卫
73㎡,朝南,徐汇,整租·长丰坊 3室1厅 南,6800,0,3室1厅1卫
59㎡,朝南,徐汇,整租·花苑茶花园 2室1厅 南,4600,0,2室1厅1卫
36㎡,朝南,徐汇,整租·长丰坊 1室1厅 南,4000,0,1室1厅1卫
37㎡,朝东南,徐汇,整租·南丹小区 1室1厅 东南/南,4850,486,1室1厅1卫
38㎡,朝南,徐汇,整租·南丹小区 1室1厅 南,4950,486,1室1厅1卫
94㎡,朝南,徐汇,整租·东方曼哈顿 2室2厅 南,13888,235,2室2厅2卫
89㎡,朝南,徐汇,整租·虹桥路400弄 2室2厅 南/西南,9350,495,2室2厅1卫
46㎡,朝南,徐汇,整租·中漕小区 1室1厅 南,6200,264,1室1厅1卫
35㎡,朝南,徐汇,整租·泰东新村(徐汇) 1室0厅 南,5388,353,1室0厅1卫
38㎡,朝南,徐汇,整租·康乐小区(徐汇) 1室0厅 南,4099,679,1室0厅1卫
62㎡,朝南,徐汇,整租·电影华苑 1室2厅 南,9350,176,1室2厅1卫
30㎡,朝南,徐汇,整租·南丹小区 1室0厅 南,4988,486,1室0厅1卫
66㎡,朝南,徐汇,整租·永新城 1室2厅 南,12988,567,1室2厅1卫
39㎡,朝南,徐汇,整租·泰东新村(徐汇) 1室1厅 南,5500,353,1室1厅1卫
81㎡,朝南,徐汇,整租·电影华苑 2室1厅 南/北,9550,176,2室1厅2卫
33㎡,朝南,徐汇,整租·田林三村 1室1厅 南,4100,849,1室1厅1卫
40㎡,朝南,徐汇,整租·轻工大木桥小区 2室0厅 南,6400,404,2室0厅1卫
88㎡,朝南,徐汇,整租·瑞金尊邸 2室1厅 南,9700,649,2室1厅1卫
46㎡,朝西,徐汇,整租·冶金小区(徐汇) 1室1厅 西,4300,171,1室1厅1卫
67㎡,朝南,徐汇,整租·汇翠花园 1室2厅 南,9350,187,1室2厅1卫
62㎡,朝南,黄浦,整租·中福浦江汇 2室1厅 南/北,11000,93,2室1厅1卫
31㎡,朝南,黄浦,整租·普育东路24-36号 1室1厅 南,4800,347,1室1厅1卫
43㎡,朝东南,黄浦,整租·马当小区 1室1厅 东南,7300,334,1室1厅1卫
52㎡,朝南,黄浦,整租·富丽华大厦 1室1厅 南,10000,173,1室1厅1卫
42㎡,朝南,黄浦,整租·威海小区 1室1厅 南,5300,609,1室1厅1卫
125㎡,朝南,黄浦,整租·江南新苑 3室1厅 南,13800,234,3室1厅1卫
52㎡,朝南,黄浦,整租·西凌新邨 1室1厅 南,6500,252,1室1厅1卫
28㎡,朝南,黄浦,整租·瞿溪新村 1室0厅 南,3800,265,1室0厅1卫
88㎡,朝南,黄浦,整租·西凌新邨 2室2厅 南,9500,252,2室2厅1卫
66㎡,朝南,黄浦,整租·西凌新邨 2室1厅 南,7300,252,2室1厅1卫
42㎡,朝西,黄浦,整租·中福花苑 1室1厅 西,6200,291,1室1厅1卫
42㎡,朝西,黄浦,整租·中福花苑 2室1厅 西,7500,291,2室1厅1卫
104㎡,朝南,黄浦,整租·百汇公寓 2室2厅 南,10000,352,2室2厅1卫
52㎡,朝南,黄浦,整租·振华里小区 2室0厅 南/北,13000,69,2室0厅1卫
60㎡,朝南,黄浦,整租·桃源新村 2室1厅 南,8000,288,2室1厅1卫
107㎡,朝南,黄浦,整租·卢湾城市花园 3室2厅 南/北,15000,579,3室2厅1卫
55㎡,朝南,黄浦,整租·蒙自路380弄 2室1厅 南,6500,693,2室1厅1卫
109㎡,朝南,黄浦,整租·大同花园南区 2室1厅 南,9000,322,2室1厅1卫
144㎡,朝南,黄浦,东泰花苑 3室2厅 南,16000,484,3室2厅2卫
49㎡,朝南,黄浦,整租·大林路43弄 2室1厅 南,6200,295,2室1厅1卫
104㎡,朝南,黄浦,整租·上海滩花园 2室2厅 南,15000,391,2室2厅1卫
124㎡,朝南,黄浦,整租·通达大厦 3室2厅 南,13600,138,3室2厅1卫
115㎡,朝南,黄浦,整租·海华花园 3室2厅 南,12500,94,3室2厅2卫
119㎡,朝南,黄浦,整租·东淮海公寓 2室2厅 南,13000,137,2室2厅2卫
115㎡,朝东北,黄浦,整租·老西门新苑 2室2厅 东北,13500,212,2室2厅2卫
55㎡,朝南,黄浦,整租·新华南园大厦 1室1厅 南,5800,927,1室1厅1卫
60㎡,朝南,黄浦,整租·振华里小区 2室0厅 南/北,10000,69,2室0厅1卫
40㎡,朝南,徐汇,整租·长海坊 1室1厅 南,4400,0,1室1厅1卫
62㎡,朝东,黄浦,整租·马当小区 2室1厅 东,10200,334,2室1厅1卫
75㎡,朝南,青浦,宝龙城市广场(青浦) 3室1厅 南,5500,32,3室1厅2卫
87㎡,朝南,青浦,龙湖滟澜山(公寓) 3室1厅 南,3500,0,3室1厅2卫
48㎡,朝南,青浦,北极星广场 2室1厅 南,4000,0,2室1厅1卫
53㎡,朝南,青浦,富绅商业中心 2室1厅 南,5500,545,2室1厅1卫
498㎡,朝南,青浦,观庭 5室3厅 南,55000,0,5室3厅4卫
61㎡,朝向暂无,青浦,富绅商业中心 2室1厅,6000,545,2室1厅1卫
172㎡,朝南,青浦,新城忆华里(二期) 4室2厅 南/北,4200,0,4室2厅2卫
61㎡,朝向暂无,青浦,富绅商业中心 2室1厅,6000,545,2室1厅1卫
185㎡,朝东南,青浦,西郊名邸 4室2厅 东南,13000,0,4室2厅2卫
47㎡,朝南,青浦,北极星广场 1室1厅 南,1800,0,1室1厅1卫
96㎡,朝南,青浦,富绅商业中心 3室1厅 南,7500,545,3室1厅1卫
139㎡,朝南,青浦,河畔家苑 3室2厅 南,5000,1114,3室2厅2卫
221㎡,朝东南,青浦,整租·东方庭院(别墅) 3室2厅 东南/南,3800,129,3室2厅4卫
79㎡,朝南,青浦,五浦汇B区崧子苑 2室1厅 南,2800,998,2室1厅1卫
386㎡,朝南,青浦,圣地维拉 4室2厅 南,35000,0,4室2厅4卫
130㎡,朝南,青浦,蟠龙馨苑 3室2厅 南,7500,888,3室2厅2卫
120㎡,朝南,青浦,葛洲坝绿城玉兰花园 3室2厅 南,5500,0,3室2厅2卫
132㎡,朝向暂无,青浦,海上郡 3室1厅,3000,0,3室1厅3卫
272㎡,朝南,青浦,湖畔佳苑(公寓) 3室3厅 南,30000,0,3室3厅4卫
286㎡,朝向暂无,青浦,臻水岸苑 4室2厅,8000,544,4室2厅3卫
89㎡,朝向暂无,青浦,中建锦绣天地 3室2厅,7500,283,3室2厅1卫
288㎡,朝南,青浦,整租·圣地维拉 3室3厅 南/北,25000,0,3室3厅4卫
353㎡,朝南,青浦,古北佘山国际别墅 4室2厅 南,30000,0,4室2厅4卫
147㎡,朝向暂无,青浦,夏阳湖国际花园 3室2厅,5800,0,3室2厅2卫
297㎡,朝南,青浦,怡君苑 4室2厅 南,15000,0,4室2厅3卫
120㎡,朝南,青浦,环城东路188弄 3室2厅 南,3200,0,3室2厅2卫
615㎡,朝向暂无,青浦,整租·御品园林 5室2厅,25000,438,5室2厅5卫
187㎡,朝南,青浦,新青浦世纪苑 4室2厅 南,7000,0,4室2厅2卫
